name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,total_fights,win_rate,loss_rate,draw_rate,win_loss_ratio
Chris Bostick,The Beast,6,3,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,9,0.6666666666666666,0.3333333333333333,0.0,1.5
Ernie Verdicia,The Beast,0,1,0,180.34,90.26,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Paul Rodriguez,The Beast,10,9,2,170.18,70.31,181.80887362637364,Orthodox,1987-01-21,0.84,100.0,1.68,68.0,0.0,0.0,50.0,0.0,38,21,0.47619047619047616,0.42857142857142855,0.09523809523809523,1.0
Mal Foki,Twin Tiger,5,5,0,170.18,99.79,181.80887362637364,Orthodox,1987-01-21,2.86,14.0,14.29,54.0,0.0,0.0,0.0,0.0,38,10,0.5,0.5,0.0,0.8333333333333334
Grigory Popov,The Beast,13,3,0,170.18,61.23,172.72,Switch,1984-04-18,3.63,37.0,4.2,55.0,0.0,0.0,45.0,0.0,41,16,0.8125,0.1875,0.0,3.25
Kevin Vallejos,El Chino,11,1,0,170.18,65.77,172.72,Switch,2001-12-08,4.73,44.0,5.8,51.0,0.0,0.0,66.0,0.0,23,12,0.9166666666666666,0.08333333333333333,0.0,5.5
Taylor Callens,The Beast,6,0,0,177.8,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,1.0,0.0,0.0,6.0
Roger Hollett,The Hulk,13,5,0,180.34,92.99,181.80887362637364,Orthodox,1978-10-08,1.83,47.0,6.47,34.0,1.0,28.0,30.0,0.0,46,18,0.7222222222222222,0.2777777777777778,0.0,2.1666666666666665
Eduardo Bustillos,The Beast,5,3,0,172.72,61.23,181.80887362637364,Orthodox,1987-01-21,2.61,59.0,6.22,35.0,0.0,0.0,100.0,0.0,38,8,0.625,0.375,0.0,1.25
So Yul Kim,The Beast,8,1,0,178.23432467873064,52.16,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,9,0.8888888888888888,0.1111111111111111,0.0,4.0
Russell Patrick,The Beast,6,4,0,175.26,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,10,0.6,0.4,0.0,1.2
Thanh Le,The Beast,6,1,0,175.26,65.77,187.96,Orthodox,1985-08-28,1.97,40.0,1.82,70.0,0.0,0.0,100.0,0.0,40,7,0.8571428571428571,0.14285714285714285,0.0,3.0
Pedro Otavio,Te Pedro,19,8,0,190.5,111.13,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,27,0.7037037037037037,0.2962962962962963,0.0,2.111111111111111
Ricardo Funch,Golden Boy,9,6,0,177.8,77.11,187.96,Southpaw,1980-08-14,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0,45,15,0.6,0.4,0.0,1.2857142857142858
Jesse Moreng,Arturo,9,1,0,170.18,65.77,181.80887362637364,Orthodox,1979-11-09,1.26,40.0,2.08,48.0,5.56,100.0,100.0,0.0,45,10,0.9,0.1,0.0,4.5
Mikey Burnett,The Eastside Assassin,5,2,0,167.64,77.11,181.80887362637364,Orthodox,1974-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Brandon Gaines,The Beast,5,21,0,190.5,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,26,0.19230769230769232,0.8076923076923077,0.0,0.22727272727272727
Jesse Bongfeldt,Water,16,5,1,182.88,83.91,181.80887362637364,Orthodox,1980-08-28,2.91,62.0,1.01,50.0,1.51,33.0,33.0,0.0,45,22,0.7272727272727273,0.22727272727272727,0.045454545454545456,2.6666666666666665
Rongzhu,The Beast,24,5,0,175.26,70.31,182.88,Orthodox,2000-03-07,5.6,50.0,6.36,45.0,2.56,62.0,87.0,0.0,25,29,0.8275862068965517,0.1724137931034483,0.0,4.0
Nick Roehrick,The Beast,7,1,0,187.96,92.99,181.80887362637364,Orthodox,1987-07-06,2.31,17.0,6.92,44.0,0.0,0.0,0.0,0.0,38,8,0.875,0.125,0.0,3.5
Karl Reed,No Worries,6,1,0,190.5,92.99,198.12,Orthodox,1988-10-27,2.04,44.0,3.84,38.0,1.06,22.0,53.0,0.0,36,7,0.8571428571428571,0.14285714285714285,0.0,3.0
John Hosman,The Beast,18,8,1,177.8,61.23,181.80887362637364,Southpaw,1980-11-13,1.11,38.0,1.52,45.0,0.0,0.0,46.0,0.0,44,27,0.6666666666666666,0.2962962962962963,0.037037037037037035,2.0
Takenori Sato,The Beast,19,11,7,177.8,77.11,181.80887362637364,Southpaw,1985-06-08,0.46,33.0,12.92,9.0,0.0,0.0,0.0,0.0,40,37,0.5135135135135135,0.2972972972972973,0.1891891891891892,1.5833333333333333
Damian Grabowski,The Polish Pitbull,20,5,0,185.42,109.32,190.5,Orthodox,1980-05-12,4.0,36.0,7.65,51.0,0.0,0.0,0.0,0.0,45,25,0.8,0.2,0.0,3.3333333333333335
Dan Manasoiu,The Beast,0,0,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,,,,0.0
Shamar Bailey,The Beast,16,11,0,175.26,70.31,190.5,Southpaw,1982-09-22,1.56,20.0,3.91,69.0,1.5,33.0,37.0,0.0,42,27,0.5925925925925926,0.4074074074074074,0.0,1.3333333333333333
Francesco Maturi,The Beast,0,1,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Pedro Rizzo,The Rock,20,11,0,185.42,109.32,181.80887362637364,Orthodox,1974-05-03,1.93,34.0,3.02,50.0,0.26,28.0,78.0,0.0,51,31,0.6451612903225806,0.3548387096774194,0.0,1.6666666666666667
Paul Bradley,The Gentleman,23,8,0,175.26,77.11,181.80887362637364,Orthodox,1983-06-13,2.26,32.0,4.13,56.0,1.12,16.0,100.0,0.0,42,31,0.7419354838709677,0.25806451612903225,0.0,2.5555555555555554
Nolan Ticman,The Beast,4,3,0,167.64,56.7,181.80887362637364,Orthodox,1988-05-17,2.57,47.0,2.53,67.0,0.0,0.0,60.0,0.0,37,7,0.5714285714285714,0.42857142857142855,0.0,1.0
David Barrios,The Beast,4,8,0,167.64,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,12,0.3333333333333333,0.6666666666666666,0.0,0.4444444444444444
Justin Salas,J-Bomb,12,7,0,172.72,70.31,177.8,Southpaw,1982-03-13,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,43,19,0.631578947368421,0.3684210526315789,0.0,1.5
Scott Lighty,The Beast,6,2,0,187.96,92.99,181.80887362637364,Orthodox,1987-01-21,2.91,21.0,4.24,49.0,0.0,0.0,0.0,0.0,38,8,0.75,0.25,0.0,2.0
Hussain Rasouli,The Beast,2,3,0,167.64,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,5,0.4,0.6,0.0,0.5
Ericka Almeida,The Beast,7,3,0,167.64,52.16,181.80887362637364,Orthodox,1989-03-05,1.07,39.0,3.33,43.0,0.5,33.0,37.0,0.0,36,10,0.7,0.3,0.0,1.75
Hiroyuki Takaya,Streetfight Bancho,21,14,2,167.64,63.05,181.80887362637364,Orthodox,1977-06-10,3.18,33.0,3.16,60.0,0.9,45.0,66.0,0.0,48,37,0.5675675675675675,0.3783783783783784,0.05405405405405406,1.4
Rico DiSciullo,The Beast,9,2,0,172.72,61.23,181.80887362637364,Orthodox,1986-10-12,1.71,33.0,4.41,56.0,0.0,0.0,0.0,0.0,38,11,0.8181818181818182,0.18181818181818182,0.0,3.0
Phil Johns,The Beast,30,14,1,157.48,77.11,181.80887362637364,Southpaw,1968-10-22,1.2,66.0,1.8,50.0,0.0,0.0,50.0,0.0,56,45,0.6666666666666666,0.3111111111111111,0.022222222222222223,2.0
Chuck O'Neil,Cold Steel,17,9,0,187.96,77.11,181.80887362637364,Orthodox,1987-01-21,3.13,37.0,4.4,72.0,0.0,0.0,0.0,0.0,38,26,0.6538461538461539,0.34615384615384615,0.0,1.7
Willie Parks,Slick,5,2,0,177.8,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Kevin Borjas,El Gallo Negro,9,2,0,165.1,56.7,172.72,Orthodox,1997-12-06,5.4,41.0,6.63,49.0,0.0,0.0,56.0,0.0,27,11,0.8181818181818182,0.18181818181818182,0.0,3.0
Jhonata Silva,The Beast,8,2,0,165.1,56.7,167.64,Orthodox,1997-04-24,4.86,52.0,9.85,44.0,0.0,0.0,0.0,0.0,28,10,0.8,0.2,0.0,2.6666666666666665
Stephen Thompson,Wonderboy,17,6,1,182.88,77.11,190.5,Orthodox,1983-02-11,4.2,45.0,3.04,55.0,0.27,41.0,64.0,0.0,42,24,0.7083333333333334,0.25,0.041666666666666664,2.4285714285714284
Humberto Brown Morrison,The Beast,4,6,0,177.8,65.77,181.80887362637364,Orthodox,1987-01-21,1.71,50.0,2.19,62.0,1.43,25.0,0.0,0.0,38,10,0.4,0.6,0.0,0.5714285714285714
Fernando Bettega,The Beast,7,5,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,12,0.5833333333333334,0.4166666666666667,0.0,1.1666666666666667
Gabriel Salinas-Jones,The Beast,5,2,1,185.42,111.13,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,8,0.625,0.25,0.125,1.6666666666666667
Maurice Eazel,The Beast,7,15,0,170.18,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,22,0.3181818181818182,0.6818181818181818,0.0,0.4375
Anthony Romero,The Genius,8,0,0,180.34,70.31,177.8,Orthodox,1997-02-25,5.87,52.0,4.0,65.0,2.0,22.0,100.0,0.0,28,8,1.0,0.0,0.0,8.0
Bruno Souza,The Tiger,10,3,0,177.8,65.77,177.8,Orthodox,1996-03-07,3.73,39.0,5.3,45.0,0.5,16.0,60.0,0.0,29,13,0.7692307692307693,0.23076923076923078,0.0,2.5
Jair Farias,Chosen,10,1,0,185.42,65.77,193.04,Orthodox,1993-03-16,3.8,39.0,5.33,51.0,0.0,0.0,41.0,0.0,32,11,0.9090909090909091,0.09090909090909091,0.0,5.0
Scott Adams,The Beast,8,1,0,182.88,102.06,181.80887362637364,Southpaw,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,9,0.8888888888888888,0.1111111111111111,0.0,4.0
Jared Cannonier,The Killa Gorilla,17,6,0,180.34,83.91,195.58,Switch,1984-03-16,4.68,52.0,4.13,59.0,0.44,42.0,63.0,0.0,41,23,0.7391304347826086,0.2608695652173913,0.0,2.4285714285714284
Clay French,The Beast,19,7,0,170.18,73.03,181.80887362637364,Southpaw,1980-10-07,1.52,50.0,1.27,16.0,0.0,0.0,100.0,0.0,44,26,0.7307692307692307,0.2692307692307692,0.0,2.375
Antonio Dos Santos,Junior Alpha,6,4,0,177.8,83.91,181.80887362637364,Orthodox,1988-07-21,5.4,51.0,3.94,43.0,0.0,0.0,100.0,0.0,37,10,0.6,0.4,0.0,1.2
Yoko Takahashi,The Beast,15,12,2,172.72,68.04,181.80887362637364,Orthodox,1987-01-21,5.11,54.0,8.78,48.0,0.0,0.0,0.0,0.0,38,29,0.5172413793103449,0.41379310344827586,0.06896551724137931,1.1538461538461537
Charlie Brenneman,The Spaniard,19,8,0,177.8,70.31,177.8,Orthodox,1981-02-09,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,44,27,0.7037037037037037,0.2962962962962963,0.0,2.111111111111111
Yurij Kiseliov,Playboy,5,4,0,172.72,83.91,181.80887362637364,Orthodox,1987-01-21,4.88,87.0,0.0,0.0,0.0,0.0,50.0,0.0,38,9,0.5555555555555556,0.4444444444444444,0.0,1.0
Ramona Pascual,The Beast,6,5,0,170.18,61.23,167.64,Southpaw,1988-09-23,3.87,57.0,8.43,46.0,1.81,19.0,100.0,0.0,36,11,0.5454545454545454,0.45454545454545453,0.0,1.0
Marcos da Matta,Parrumpinha,11,3,0,162.56,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,14,0.7857142857142857,0.21428571428571427,0.0,2.75
Mickael Lebout,Ragnar,16,7,1,180.34,70.31,185.42,Orthodox,1987-08-16,2.6,34.0,2.98,54.0,0.0,0.0,60.0,0.0,38,24,0.6666666666666666,0.2916666666666667,0.041666666666666664,2.0
Joao Roque,The Beast,7,2,4,167.64,70.31,181.80887362637364,Orthodox,1971-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,13,0.5384615384615384,0.15384615384615385,0.3076923076923077,2.3333333333333335
Tony Juarez,The Beast,1,12,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,0.89,25.0,10.34,38.0,4.43,100.0,66.0,0.0,38,13,0.07692307692307693,0.9230769230769231,0.0,0.07692307692307693
Chatt Lavender,The Beast,9,7,0,172.72,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,16,0.5625,0.4375,0.0,1.125
Andrew Sanchez,El Dirte,13,7,0,185.42,83.91,187.96,Orthodox,1988-04-08,4.3,43.0,5.1,50.0,2.55,36.0,100.0,0.0,37,20,0.65,0.35,0.0,1.625
Fiona Muxlow,The Beast,6,3,0,162.56,65.77,181.80887362637364,Orthodox,1987-01-21,1.44,27.0,5.45,34.0,0.0,0.0,0.0,0.0,38,9,0.6666666666666666,0.3333333333333333,0.0,1.5
Arman Tsarukyan,Ahalkalakets,21,3,0,170.18,70.31,182.88,Orthodox,1996-10-11,3.85,48.0,1.91,54.0,3.4,36.0,75.0,0.0,28,24,0.875,0.125,0.0,5.25
Randy Costa,The Zohan,6,4,0,175.26,61.23,185.42,Switch,1994-07-06,6.53,46.0,7.58,58.0,0.0,0.0,50.0,0.0,31,10,0.6,0.4,0.0,1.2
Collin Hart,The Beast,6,3,1,185.42,83.91,181.80887362637364,Orthodox,1989-10-12,6.33,44.0,7.53,51.0,2.0,16.0,50.0,0.0,35,10,0.6,0.3,0.1,1.5
Rayanne Amanda,The Beast,14,6,0,157.48,52.16,157.48,Orthodox,1995-06-08,3.67,31.0,6.87,57.0,1.0,25.0,0.0,0.0,30,20,0.7,0.3,0.0,2.0
Luciano Azevedo,The Beast,17,9,1,190.5,73.03,181.80887362637364,Orthodox,1981-06-25,0.76,45.0,1.97,27.0,2.28,11.0,0.0,0.0,44,27,0.6296296296296297,0.3333333333333333,0.037037037037037035,1.7
Kyle Driscoll,KD,12,3,0,180.34,65.77,187.96,Orthodox,1994-09-23,2.73,32.0,2.6,58.0,2.0,18.0,0.0,0.0,30,15,0.8,0.2,0.0,3.0
Jasmine Jasudavicius,The Beast,9,3,0,170.18,56.7,172.72,Orthodox,1989-03-01,3.54,40.0,4.41,51.0,2.17,37.0,80.0,0.0,36,12,0.75,0.25,0.0,2.25
Don Carlo-Clauss,The Beast,10,7,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,1.44,30.0,7.68,43.0,0.0,0.0,66.0,0.0,38,17,0.5882352941176471,0.4117647058823529,0.0,1.25
Victor Dias,Crazy Horse,11,3,0,167.64,56.7,175.26,Orthodox,1990-12-26,2.87,44.0,5.8,55.0,5.0,41.0,0.0,0.0,34,14,0.7857142857142857,0.21428571428571427,0.0,2.75
Keiichiro Yamamiya,The Beast,45,35,10,180.34,83.91,181.80887362637364,Southpaw,1972-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,90,0.5,0.3888888888888889,0.1111111111111111,1.25
Milana Dudieva,The Beast,11,6,0,160.02,61.23,181.80887362637364,Orthodox,1989-08-04,0.87,31.0,3.43,58.0,2.34,45.0,0.0,0.0,36,17,0.6470588235294118,0.35294117647058826,0.0,1.5714285714285714
Icho Larenas,The Beast,6,5,0,190.5,106.59,181.80887362637364,Orthodox,1980-03-12,0.17,15.0,2.5,28.0,0.0,0.0,14.0,0.0,45,11,0.5454545454545454,0.45454545454545453,0.0,1.0
Dan O'Connor,Johnny Irish,6,6,0,162.56,52.16,181.80887362637364,Orthodox,1987-01-21,4.0,56.0,5.1,54.0,0.0,0.0,100.0,0.0,38,12,0.5,0.5,0.0,0.8571428571428571
Nikolajus Cilkinas,The Beast,2,6,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,5.88,16.0,0.0,0.0,0.0,0.0,38,8,0.25,0.75,0.0,0.2857142857142857
Yuki Sasaki,The Beast,25,22,2,187.96,83.91,181.80887362637364,Orthodox,1976-09-12,1.09,43.0,1.2,57.0,0.43,100.0,66.0,0.0,49,49,0.5102040816326531,0.4489795918367347,0.04081632653061224,1.0869565217391304
Damir Mirenic,Wolf,9,4,0,182.88,83.91,181.80887362637364,Orthodox,1974-08-02,0.84,50.0,9.86,35.0,0.0,0.0,0.0,0.0,51,13,0.6923076923076923,0.3076923076923077,0.0,1.8
Dinis Paiva Jr.,Sweetbread,13,8,0,175.26,65.77,180.34,Southpaw,1988-05-26,2.6,41.0,2.73,67.0,0.0,0.0,81.0,0.0,37,21,0.6190476190476191,0.38095238095238093,0.0,1.4444444444444444
Steve Mensing,The Machine,9,13,2,180.34,83.91,181.80887362637364,Orthodox,1977-12-06,0.0,0.0,9.51,42.0,0.0,0.0,0.0,0.0,47,24,0.375,0.5416666666666666,0.08333333333333333,0.6428571428571429
Sean Daugherty,The Beast,0,2,0,182.88,79.38,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,0.0,1.0,0.0,0.0
Nasrudin Nasrudinov,The Beast,9,1,0,182.88,92.99,180.34,Orthodox,1991-10-06,1.03,87.0,0.29,75.0,2.2,50.0,40.0,0.0,33,10,0.9,0.1,0.0,4.5
Greg Wilson,The Beast,2,3,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,5,0.4,0.6,0.0,0.5
Junior Albini,Baby,14,6,0,190.5,119.75,187.96,Orthodox,1991-03-15,3.98,51.0,6.08,52.0,1.54,37.0,100.0,0.0,34,20,0.7,0.3,0.0,2.0
Alex Higley,The Beast,4,3,0,177.8,65.77,181.80887362637364,Orthodox,1987-01-21,0.29,100.0,1.74,60.0,0.0,0.0,0.0,0.0,38,7,0.5714285714285714,0.42857142857142855,0.0,1.0
Nick Ertl,The Beast,8,6,0,175.26,70.31,181.80887362637364,Orthodox,1987-01-21,1.34,69.0,1.59,41.0,1.88,50.0,0.0,0.0,38,14,0.5714285714285714,0.42857142857142855,0.0,1.1428571428571428
John Salgado,Greco,4,8,1,177.8,77.11,181.80887362637364,Orthodox,1987-01-21,0.99,50.0,1.86,40.0,0.0,0.0,50.0,0.0,38,13,0.3076923076923077,0.6153846153846154,0.07692307692307693,0.4444444444444444
Ray Routh,The Beast,2,1,0,172.72,83.91,181.80887362637364,Orthodox,1987-01-21,0.54,21.0,3.22,28.0,2.69,33.0,0.0,0.0,38,3,0.6666666666666666,0.3333333333333333,0.0,1.0
Josh Burns,The Hammer,8,10,0,185.42,110.68,181.80887362637364,Orthodox,1987-01-21,2.4,48.0,5.73,32.0,0.0,0.0,100.0,0.0,38,18,0.4444444444444444,0.5555555555555556,0.0,0.7272727272727273
Patrick Smith,The Beast,20,17,0,187.96,102.06,181.80887362637364,Orthodox,1963-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,37,0.5405405405405406,0.4594594594594595,0.0,1.1111111111111112
Kyle Kingsbury,Kingsbu,11,6,0,193.04,92.99,200.66,Orthodox,1982-03-22,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,43,17,0.6470588235294118,0.35294117647058826,0.0,1.5714285714285714
Jason DeLucia,The Beast,33,21,1,180.34,86.18,181.80887362637364,Southpaw,1969-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,55,0.6,0.38181818181818183,0.01818181818181818,1.5
Douglas Lima,The Phenom,29,6,0,185.42,77.11,181.80887362637364,Orthodox,1987-01-21,1.92,36.0,2.84,60.0,0.6,100.0,46.0,0.0,38,35,0.8285714285714286,0.17142857142857143,0.0,4.142857142857143
Bruno Korea,The Beast,7,3,0,167.64,61.23,165.1,Orthodox,1987-01-21,2.12,34.0,3.96,42.0,0.0,0.0,25.0,0.0,38,10,0.7,0.3,0.0,1.75
Kerry Vera,The Beast,2,0,0,170.18,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,1.0,0.0,0.0,2.0
Josh Pulsifer,The Platypus,17,8,0,177.8,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,25,0.68,0.32,0.0,1.8888888888888888
Mark Climaco,The Beast,9,2,0,162.56,56.7,165.1,Southpaw,1997-11-06,4.13,59.0,2.9,57.0,3.5,36.0,46.0,0.0,27,11,0.8181818181818182,0.18181818181818182,0.0,3.0
Ismael Bonfim,Marreta,19,4,0,172.72,70.31,180.34,Orthodox,1995-12-28,4.91,57.0,2.66,76.0,1.11,28.0,81.0,0.0,29,23,0.8260869565217391,0.17391304347826086,0.0,3.8
Jesse Murray,Hollywood,8,4,0,190.5,92.99,198.12,Orthodox,1993-01-26,2.38,28.0,7.72,43.0,0.0,0.0,0.0,0.0,32,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Gilles Arsene,The Beast,1,1,0,175.26,86.18,181.80887362637364,Southpaw,1987-01-21,0.06,10.0,2.45,32.0,0.0,0.0,0.0,0.0,38,2,0.5,0.5,0.0,0.5
Steve Judson,The Beast,0,2,0,180.34,104.33,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,0.0,1.0,0.0,0.0
Chibwikem Onyenegecha,The Beast,5,0,0,190.5,83.91,181.80887362637364,Orthodox,1994-04-18,5.6,55.0,3.4,52.0,0.0,0.0,100.0,0.0,31,5,1.0,0.0,0.0,5.0
Jonathan Rivera,The Beast,4,2,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,4.36,49.0,3.9,60.0,0.0,0.0,0.0,0.0,38,6,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
Haven Torres,The Beast,0,0,0,178.23432467873064,56.7,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,,,,0.0
Chris Solomon,The Beast,0,0,0,180.34,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,2.8,37.0,0.0,0.0,33.0,0.0,38,0,,,,0.0
Santiago Ponzinibbio,Argentine Dagger,30,7,0,182.88,77.11,185.42,Orthodox,1986-09-26,4.9,41.0,4.67,61.0,0.48,30.0,60.0,0.0,38,37,0.8108108108108109,0.1891891891891892,0.0,3.75
Robert Densley,The Wrecker,9,10,0,175.26,70.31,181.80887362637364,Orthodox,1987-01-21,1.81,47.0,0.4,60.0,0.0,0.0,50.0,0.0,38,19,0.47368421052631576,0.5263157894736842,0.0,0.8181818181818182
Rashard Lovelace,The Beast,4,1,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,5,0.8,0.2,0.0,2.0
Leon Aliu,The Albanian Lion,10,2,0,182.88,83.91,187.96,Orthodox,1989-07-14,6.32,50.0,10.11,38.0,0.0,0.0,0.0,0.0,36,12,0.8333333333333334,0.16666666666666666,0.0,3.3333333333333335
Michel Batista,The Beast,4,1,0,190.5,117.93,181.80887362637364,Orthodox,1984-04-20,0.0,0.0,4.03,40.0,6.72,50.0,0.0,0.0,41,5,0.8,0.2,0.0,2.0
Dustin Joynson,The Beast,5,0,0,198.12,110.68,198.12,Orthodox,1985-10-14,3.28,53.0,5.63,47.0,0.0,0.0,0.0,0.0,39,5,1.0,0.0,0.0,5.0
Dong Hyun Ma,Maestro,16,11,3,180.34,70.31,177.8,Orthodox,1988-09-09,2.84,41.0,4.1,54.0,1.27,53.0,33.0,0.0,37,30,0.5333333333333333,0.36666666666666664,0.1,1.3333333333333333
Marc Cofer,The Beast,7,5,0,178.23432467873064,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,12,0.5833333333333334,0.4166666666666667,0.0,1.1666666666666667
Joe Pardo,The Beast,4,6,0,185.42,95.25,181.80887362637364,Southpaw,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,10,0.4,0.6,0.0,0.5714285714285714
Dhafir Harris,Dada 5000,2,0,0,178.23432467873064,116.57,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,1.0,0.0,0.0,2.0
Karine Gevorgyan,The Princess,3,3,0,162.56,56.7,160.02,Orthodox,1987-01-21,1.2,20.0,1.8,76.0,0.0,0.0,0.0,0.0,38,6,0.5,0.5,0.0,0.75
Nick Pica,The Silverback,5,1,0,177.8,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.8333333333333334,0.16666666666666666,0.0,2.5
Gennaro Strangis,The Beast,0,1,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Rony Sefo,The Beast,0,2,0,175.26,102.06,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,38,2,0.0,1.0,0.0,0.0
Yan Xiaonan,The Beast,17,3,0,165.1,52.16,160.02,Orthodox,1989-06-16,5.55,44.0,3.56,61.0,0.86,66.0,70.0,0.0,36,20,0.85,0.15,0.0,4.25
Gabe Ruediger,Godzilla,18,8,0,177.8,70.31,181.80887362637364,Orthodox,1977-08-29,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0,48,26,0.6923076923076923,0.3076923076923077,0.0,2.0
Logan Urban,Hulk,5,1,0,182.88,77.11,182.88,Orthodox,1994-04-22,2.55,66.0,16.6,27.0,0.0,0.0,0.0,0.0,31,6,0.8333333333333334,0.16666666666666666,0.0,2.5
TJ Hepburn,The Carnivore,4,2,0,170.18,70.31,181.80887362637364,Orthodox,1987-01-21,0.73,37.0,0.13,81.0,2.0,40.0,60.0,0.0,38,6,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
Daniel Pereira,Gaucho,9,2,0,177.8,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,11,0.8181818181818182,0.18181818181818182,0.0,3.0
